timestamp,instrument_id,instrument_type,instrument_group,index_id,bid_price,bid_volume,ask_price,ask_volume,mid,spread,last_trade_price
1778647045.9038777,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.7,750,54.0,1250,53.8125,0.29999999999999716,
1778647046.904817,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.7,750,54.0,1250,53.8125,0.29999999999999716,
1778647047.9057658,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.300000000000004,750,53.6,500,53.48,0.29999999999999716,53.7
1778647048.9067178,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.300000000000004,750,53.900000000000006,500,53.66000000000001,0.6000000000000014,53.6
1778647049.9076624,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.300000000000004,750,53.900000000000006,500,53.66000000000001,0.6000000000000014,53.6
1778647050.9086063,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.6,750,53.900000000000006,1250,53.7125,0.30000000000000426,53.6
1778647051.9095573,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.6,250,53.7,500,53.63333333333333,0.10000000000000142,53.6
1778647052.9105022,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.6,250,53.7,255,53.64950495049505,0.10000000000000142,53.7
1778647053.911456,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.6,750,53.900000000000006,750,53.75,0.30000000000000426,53.900000000000006
1778647054.9123993,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.7,500,53.900000000000006,750,53.78,0.20000000000000284,53.900000000000006
1778647055.9133418,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.6,750,53.900000000000006,750,53.75,0.30000000000000426,53.7
1778647056.9142878,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.6,750,53.900000000000006,750,53.75,0.30000000000000426,53.7
1778647057.9152327,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.6,512,53.800000000000004,500,53.701185770750996,0.20000000000000284,53.6
1778647058.916178,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.6,512,53.900000000000006,750,53.7217115689382,0.30000000000000426,53.800000000000004
1778647059.9171221,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.6,512,53.900000000000006,750,53.7217115689382,0.30000000000000426,53.800000000000004
1778647060.9180639,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.7,750,53.900000000000006,500,53.82,0.20000000000000284,53.900000000000006
1778647061.9189904,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.7,750,53.900000000000006,500,53.82,0.20000000000000284,53.900000000000006
1778647062.9199367,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.7,536,53.900000000000006,500,53.80347490347491,0.20000000000000284,53.7
1778647063.9208736,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.5,1250,53.800000000000004,512,53.71282633371169,0.30000000000000426,53.800000000000004
1778647064.921351,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.5,750,53.800000000000004,1012,53.627695800227016,0.30000000000000426,53.5
1778647065.922299,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.5,750,53.800000000000004,1012,53.627695800227016,0.30000000000000426,53.5
1778647066.9232473,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.2,750,53.5,500,53.38,0.29999999999999716,53.5
1778647067.924192,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.400000000000006,500,53.5,500,53.45,0.09999999999999432,53.5
1778647068.9251363,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.400000000000006,500,53.5,500,53.45,0.09999999999999432,53.5
1778647069.9260838,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.5,750,53.7,266,53.64763779527559,0.20000000000000284,53.7
1778647070.9270318,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.5,750,53.800000000000004,1250,53.6125,0.30000000000000426,53.5
1778647071.9279783,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.5,343,53.800000000000004,1250,53.56459510357815,0.30000000000000426,53.5
1778647072.928926,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.2,750,53.5,750,53.35,0.29999999999999716,53.5
1778647073.9298692,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.400000000000006,500,53.5,750,53.44,0.09999999999999432,53.5
1778647074.930814,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.400000000000006,500,53.5,335,53.459880239520956,0.09999999999999432,53.5
1778647075.9313545,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.400000000000006,320,53.5,335,53.44885496183206,0.09999999999999432,53.400000000000006
1778647076.9323,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.400000000000006,750,53.7,750,53.55,0.29999999999999716,53.6
1778647077.9332416,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.400000000000006,770,53.7,750,53.55197368421052,0.29999999999999716,53.6
1778647078.93417,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.400000000000006,770,53.7,750,53.55197368421052,0.29999999999999716,53.6
1778647079.93512,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.400000000000006,1250,53.7,1250,53.55,0.29999999999999716,53.6
1778647080.936071,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.400000000000006,1270,53.7,1250,53.55119047619048,0.29999999999999716,53.6
1778647081.9370236,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.5,20,53.7,750,53.505194805194805,0.20000000000000284,53.7
1778647082.9379625,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.6,750,53.900000000000006,750,53.75,0.30000000000000426,53.7
1778647083.9389088,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.6,250,53.7,320,53.64385964912281,0.10000000000000142,53.7
1778647084.9398508,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.6,16,53.7,320,53.60476190476191,0.10000000000000142,53.6
1778647085.9407954,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.400000000000006,1250,53.7,1070,53.56163793103448,0.29999999999999716,53.6
1778647086.9413424,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.5,500,53.7,750,53.58,0.20000000000000284,53.6
1778647087.9422913,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.5,340,53.7,750,53.56238532110092,0.20000000000000284,53.5
1778647088.9432397,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.5,320,53.7,510,53.57710843373494,0.20000000000000284,53.7
1778647089.9441876,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.5,520,53.7,10,53.69622641509434,0.20000000000000284,53.7
1778647090.945133,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.5,500,53.800000000000004,500,53.65,0.30000000000000426,53.7
1778647091.946081,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.6,750,53.900000000000006,750,53.75,0.30000000000000426,53.800000000000004
1778647092.9470217,OB5X_ETF,INDEX_TRACKING_ETF,OB5X,OB5X,53.6,1240,53.900000000000006,1250,53.74939759036145,0.30000000000000426,53.6
